Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number,Article Title,Source Title,DOI,mpid
Ho2Ni2Ga,9.6,0-70 kOe,,table_only_1stcheck3107.txt,337,Metamagnetic transition and magnetocaloric properties in antiferromagnetic Ho2Ni2Ga and Tm2Ni2Ga compounds,INTERMETALLICS,10.1016/j.intermet.2017.12.013,Mp-00348
Tm2Ni2Ga,4.3,0-70 kOe,,table_only_1stcheck3107.txt,587,Metamagnetic transition and magnetocaloric properties in antiferromagnetic Ho2Ni2Ga and Tm2Ni2Ga compounds,INTERMETALLICS,10.1016/j.intermet.2017.12.013,Mp-00349
TbRu2Si2,0.4J mol(-1) K-1,,4.7,table_only_1stcheck3122.txt,579,LOW-TEMPERATURE 2-DIMENSIONAL ORDER-DISORDER MAGNETIC TRANSITION IN TBRU2SI2 WITHIN A SQUARE-MODULATED MAGNETIC PHASE,PHYSICAL REVIEW B,10.1103/PhysRevB.52.12849,Mp-00350
GdNi2,17,10 T,70,table_only_1stcheck3145.txt,304,Magnetocaloric effect in GdNi2 for cryogenic gas liquefaction studied in magnetic fields up to 50T,JOURNAL OF APPLIED PHYSICS,10.1063/5.0006281,Mp-00351
ErCo2,38,0-5 T,,table_only_1stcheck3148.txt,142,Magnetocaloric effect in ErCo2 compound,CHINESE PHYSICS,nan,Mp-00352
PrCo2B2,9.6,7 T,18,table_only_1stcheck3158.txt,506,Magnetic properties and large reversible magnetocaloric effect in PrCo2B2 compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.3173565,Mp-00353
Ho2Au2In,15.8,7 T,21,table_only_1stcheck3160.txt,322,Magnetic properties and large magnetocaloric effect in Ho2Cu2In and Ho2Au2In compounds,JOURNAL OF MATERIALS SCIENCE,10.1007/s10853-016-9845-3,Mp-00354
Gd2NiMnO6,3.8,5 T,130,table_only_1stcheck3267.txt,246,"Structural, magnetic, and magnetocaloric properties of R2NiMnO6 (R = Eu, Gd, Tb)",SCIENTIFIC REPORTS,10.1038/s41598-021-99755-2,Mp-00355
Tb2NiMnO6,3.5,5 T,112,table_only_1stcheck3267.txt,541,"Structural, magnetic, and magnetocaloric properties of R2NiMnO6 (R = Eu, Gd, Tb)",SCIENTIFIC REPORTS,10.1038/s41598-021-99755-2,Mp-00356
Gd,3.1,1 T,,table_only_1stcheck3273.txt,227,Magnetocaloric properties of LaFe13-x-yCoxSiy and commercial grade Gd,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2010.08.013,Mp-00357
Cr5Te8,2,70 kOe,220,table_only_1stcheck3285.txt,43,Anisotropic magnetic properties and critical behaviour studies of trigonal Cr5Te8 single crystal,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.02.082,Mp-00358
HoGa,14.9,5 T,,table_only_1stcheck3295.txt,388,Magnetic properties and magnetocaloric effect in TmGa and HoGa single crystals,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2012.12.028,Mp-00359
TmGa,26.1,5 T,15,table_only_1stcheck3295.txt,598,Magnetic properties and magnetocaloric effect in TmGa and HoGa single crystals,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2012.12.028,Mp-00360
CrCl3,19,7 T,,table_only_1stcheck3298.txt,46,Magnetic and magnetocaloric properties of layered van der Waals CrCl3,APPLIED PHYSICS LETTERS,10.1063/5.0019985,Mp-00361
Er2O3,15.02,5 T,,table_only_1stcheck3305.txt,125,Large magnetocaloric effect in Er2O3 compounds at cryogenic temperature,JOURNAL OF RARE EARTHS,10.1016/j.jre.2020.09.020,Mp-00362
DyCrO3,21,7 T,,table_only_1stcheck3306.txt,90,Structural and magnetic properties of DyCrO3,AIP ADVANCES,10.1063/9.0000337,Mp-00363
GdCrO3,57.5,14 T,,table_only_1stcheck3309.txt,285,Enhanced magnetocaloric effect and magnetic phase diagrams of single-crystal GdCrO2,PHYSICAL REVIEW B,10.1103/PhysRevB.102.144425,Mp-00364
Ho5Sn3,9.5,nan kOe,,table_only_1stcheck3352.txt,360,Competing magnetic interactions and magnetocaloric effect in Ho5Sn3,JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/1361-648X/ac2cf1,Mp-00365
TbScGe,1.6,2 T,250,table_only_1stcheck3356.txt,580,Synthesis and magnetic properties of the ternary germanide TbScGe,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.02.002,Mp-00366
EuAuGe,10.1,7T,33,table_only_1stcheck3387.txt,177,Reversible Table-Like Magnetocaloric Effect in EuAuGe Compound,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-016-3519-x,Mp-00367
NdCu2Ge2,5.04,7 T,,table_only_1stcheck3391.txt,469,Structural and Cryogenic Magnetic Properties of the Ternary RECu2Ge2 (RE = Pr and Nd) Compounds,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-022-09808-z,Mp-00368
PrCu2Ge2,5.36,7 T,,table_only_1stcheck3391.txt,507,Structural and Cryogenic Magnetic Properties of the Ternary RECu2Ge2 (RE = Pr and Nd) Compounds,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-022-09808-z,Mp-00369
NaGdS2,54,5.0 T,,table_only_1stcheck3395.txt,460,NaGdS2: A Promising Sulfide for Cryogenic Magnetic Cooling,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.1c04105,Mp-00370
Mn3GaC,13.41,5.0 T,249,table_only_1stcheck3400.txt,434,"Structural, electronic, magnetic, and magnetocaloric properties in metallic antiperovskite compound Mn3GaC",MATERIALS RESEARCH BULLETIN,10.1016/j.materresbull.2017.10.029,Mp-00371
DyNi,19,60 kOe,59,table_only_1stcheck3423.txt,99,Magnetocaloric effect in the intermetallic compound DyNi,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2005.01.047,Mp-00372
HoNiGe3,13.9,nan kOe,,table_only_1stcheck3446.txt,404,Anisotropic magnetocaloric effect and magnetoresistance in antiferromagnetic HoNiGe3 single crystal,INTERMETALLICS,10.1016/j.intermet.2021.107307,Mp-00373
ErMn2Si2,25.2,5 T,,table_only_1stcheck3468.txt,154,Giant reversible magnetocaloric effect in ErMn2Si2 compound with a second order magnetic phase transition,APPLIED PHYSICS LETTERS,10.1063/1.4704155,Mp-00374
Mn5Ge3,4.92,30 kOe,,table_only_1stcheck3479.txt,444,Magnetocaloric effect and transition order of Mn5Ge3 ribbons,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2012.07.031,Mp-00375
NdMnO3,3.82,nan kOe,,table_only_1stcheck3495.txt,476,"Magnetization reversal, critical behavior, and magnetocaloric effect in NdMnO3: The role of magnetic ordering of Nd and Mn moments",JOURNAL OF APPLIED PHYSICS,10.1063/5.0124002,Mp-00376
SmCo2,3.61,1.5 T,220,table_only_1stcheck3503.txt,517,Magnetocaloric effect in Sm-Co2-xFex alloys,JOURNAL OF APPLIED PHYSICS,10.1063/1.3679392,Mp-00377
CdCr2S4,7.04,5 T,87,table_only_1stcheck3515.txt,19,Large magnetocaloric effect in spinel CdCr2S4,APPLIED PHYSICS LETTERS,10.1063/1.2751576,Mp-00378
Co2CrAl,2.55,5 T,328.5,table_only_1stcheck3521.txt,28,Critical behavior and magnetocaloric effect in Co50-xNixCr25Al25 (x=0 and 5) full Heusler alloy system,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2015.05.074,Mp-00379
ErCoSi2,7.1,0-50 kOe,,table_only_1stcheck3550.txt,146,"Structural, magnetic properties and magneto-caloric performances in the antiferromagnetic RECoSi2 (RE = Er and Tm) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156016,Mp-00380
TmCoSi2,8.7,0-50 kOe,,table_only_1stcheck3550.txt,593,"Structural, magnetic properties and magneto-caloric performances in the antiferromagnetic RECoSi2 (RE = Er and Tm) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156016,Mp-00381
ErCr2Si2,24.1,2 T,,table_only_1stcheck3553.txt,147,Low-field giant reversible magnetocaloric effect in intermetallic compound ErCr2Si2,SCRIPTA MATERIALIA,10.1016/j.scriptamat.2012.04.028,Mp-00382
ErCoC2,17.2,0-5 T,14,table_only_1stcheck3561.txt,145,Large reversible magnetocaloric effect in the RECoC2 (RE = Ho and Er) compounds,INTERMETALLICS,10.1016/j.intermet.2017.02.006,Mp-00383
HoCoC2,15.6,0-5 T,11,table_only_1stcheck3561.txt,374,Large reversible magnetocaloric effect in the RECoC2 (RE = Ho and Er) compounds,INTERMETALLICS,10.1016/j.intermet.2017.02.006,Mp-00384
Dy2Co2Al,10.4,0-5 T,62,table_only_1stcheck3562.txt,54,"Investigation of the crystal structure and cryogenic magnetic properties of RE2T2Al (RE = Dy, Ho, Er, and Tm; T = Co and Ni) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.5048696,Mp-00385
Er2Ni2Al,16.2,0-5 T,12.5,table_only_1stcheck3562.txt,122,"Investigation of the crystal structure and cryogenic magnetic properties of RE2T2Al (RE = Dy, Ho, Er, and Tm; T = Co and Ni) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.5048696,Mp-00386
Ho2Ni2Al,6,0-5 T,19,table_only_1stcheck3562.txt,336,"Investigation of the crystal structure and cryogenic magnetic properties of RE2T2Al (RE = Dy, Ho, Er, and Tm; T = Co and Ni) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.5048696,Mp-00387
Ho5Ge4,27,140 kOe,,table_only_1stcheck3566.txt,351,Metamagnetism-enhanced magnetocaloric effect in the rare earth intermetallic compound Ho5Ge4,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2016.03.039,Mp-00388
CrSbSe3,2.2,4.5 T,71,table_only_1stcheck3574.txt,49,Origin of Anisotropic Magnetic Properties in the Ferromagnetic Semiconductor CrSbSe3 with a Pseudo-One-Dimensional Structure,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/acs.jpcc.0c02101,Mp-00389
AlFe2B2,6.95,5 T,,table_only_1stcheck3582.txt,4,Magnetic properties of pure AlFe2B2 formed through annealing followed by acid-treatment,CURRENT APPLIED PHYSICS,10.1016/j.cap.2019.05.004,Mp-00390
Gd2In,3.25,3.0 T,194,table_only_1stcheck3583.txt,245,Magnetic and magnetocaloric properties of as-cast Gd2In,LETTERS ON MATERIALS,10.22226/2410-3535-2021-1-104-108,Mp-00391
CrO2,2.83,1.5 T,,table_only_1stcheck3628.txt,47,"Synthesis, structure and magnetic properties of ultra-high purity CrO2 prepared under high O-2-gas pressure",SOLID STATE SCIENCES,10.1016/j.solidstatesciences.2017.03.011,Mp-00392
Dy5CoBi2,6.2,5.0 T,34,table_only_1stcheck3639.txt,73,"New ternary Yb5Sb3-type R5T1-x{Sb, Bi}(2+x) phases (R = Y, Dy, Ho, T = Co, Ru, Rh, Pd) and their magnetic properties",INTERMETALLICS,10.1016/j.intermet.2010.10.015,Mp-00393
KCrP2O7,4.4,nan kOe,,table_only_1stcheck3659.txt,412,"Structural, Magnetic, and Magnetocaloric Studies of the Potassium Diphosphate KCrP2O7",JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-022-06481-5,Mp-00394
AgCrO2,0.067,70 kOe,,table_only_1stcheck3673.txt,1,Investigating the Magnetocaloric Properties of Magnetically Frustrated Delafossite: AgCrO2,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-022-10014-0,Mp-00395
TbNi2B2C,11.1,7 T,,table_only_1stcheck3695.txt,570,Magnetocaloric Properties in TbNi2B2C Compound,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-016-3602-3,Mp-00396
HoB2,40.1,,15,table_only_1stcheck3702.txt,365,Relationship between magnetic ordering and gigantic magnetocaloric effect in HoB2 studied by neutron diffraction experiment,PHYSICAL REVIEW B,10.1101/PhysRevB.102.094435,Mp-00397
SmNi2,1.82,,,table_only_1stcheck3731.txt,520,Magnetocaloric Effect in SmNi2 Compound,CHEMISTRY AFRICA-A JOURNAL OF THE TUNISIAN CHEMICAL SOCIETY,10.1007/s42250-019-00095-6,Mp-00398
Er2Rh3Ge,11,7 T,20,table_only_1stcheck3738.txt,126,Magnetic phase transitions and magnetocaloric effect in ternary rhombohedral Laves phases of Gd2Rh3Ge and Er2Rh3Ge,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2020.166988,Mp-00399
Tb5Ge4,3.7,50 kOe,,table_only_1stcheck3767.txt,548,Magnetocaloric effect in Tb-5(SixGe1-x)(4),APPLIED PHYSICS LETTERS,10.1063/1.1399007,Mp-00400
Tb5Si4,9.8,50 kOe,,table_only_1stcheck3767.txt,554,Magnetocaloric effect in Tb-5(SixGe1-x)(4),APPLIED PHYSICS LETTERS,10.1063/1.1399007,Mp-00401
ErNi,30,50 kOe,10,table_only_1stcheck3776.txt,156,"Enhanced magnetocaloric effect in undercooled rare earth intermetallic compounds RNi (R = Gd, Ho and Er)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.166302,Mp-00402
GdNi,18,50 kOe,69,table_only_1stcheck3776.txt,303,"Enhanced magnetocaloric effect in undercooled rare earth intermetallic compounds RNi (R = Gd, Ho and Er)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.166302,Mp-00403
HoNi,20,50 kOe,35,table_only_1stcheck3776.txt,394,"Enhanced magnetocaloric effect in undercooled rare earth intermetallic compounds RNi (R = Gd, Ho and Er)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.166302,Mp-00404
Gd24Zn6L24,30,7 T,,table_only_1stcheck3780.txt,232,"Nanoscale {Ln(24)(III)Zn(6)(II)} Triangular Metalloring with Magnetic Refrigerant, Slow Magnetic Relaxation, and Fluorescent Properties",INORGANIC CHEMISTRY,10.1021/acs.inorgchem.5b02215,Mp-00405
TmCrO3,5,,,table_only_1stcheck3843.txt,594,Magnetization reversal in TmCrO3,MATERIALS RESEARCH BULLETIN,10.1016/j.materresbull.2012.08.005,Mp-00406
AlFe2B2,7.2,5 T,,table_only_1stcheck3881.txt,5,Magnetic properties of AlFe2B2 and CeMn2Si2 synthesized by melt spinning of stoichiometric compositions,JAPANESE JOURNAL OF APPLIED PHYSICS,10.7567/JJAP.54.053003,Mp-00407
Y2CoMnO6,7.3,nan T,75,table_only_1stcheck3883.txt,605,Multicaloric effect in multiferroic Y2CoMnO6,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/47/44/445002,Mp-00408
ErFeAl,83,nan T,55,table_only_1stcheck3889.txt,150,Magnetism and magnetocaloric effect in the ternary equiatomic REFeAl (RE = Er and Ho) compounds,INTERMETALLICS,10.1016/j.intermet.2015.06.003,Mp-00409
HoFeAl,9.9,nan T,80,table_only_1stcheck3889.txt,384,Magnetism and magnetocaloric effect in the ternary equiatomic REFeAl (RE = Er and Ho) compounds,INTERMETALLICS,10.1016/j.intermet.2015.06.003,Mp-00410
CdCr2S4,0.86,5 T,76,table_only_1stcheck3899.txt,20,High-temperature solvothermal synthesis and magnetic properties of nearly monodisperse CdCr2S4 nanocrystals,JOURNAL OF MATERIALS CHEMISTRY C,10.1039/c5tc02727f,Mp-00411
SmMn2Ge2,1.5,nan T,341,table_only_1stcheck3916.txt,518,Magnetic Properties and Magnetocaloric Effect of R1-xRx ' Mn2Ge2 Compounds,ACTA PHYSICA POLONICA A,10.12693/APhysPolA.117.603,Mp-00412
Er6Fe23,1.8,14 kOe,481,table_only_1stcheck3921.txt,137,"Effect of Al Substitution on Structural, Magnetic, and Magnetocaloric Properties of Er6Fe23-xAlx (x=0 and 3) Intermetallic Compounds",CRYSTALS,10.3390/cryst7060156,Mp-00413
Dy5Ni2In4,4.7,7 T,105,table_only_1stcheck3949.txt,77,"Investigation of the crystal structure, magnetic phase transition and magnetocaloric effect in RE5Ni2In4 (RE = Dy, Ho and Er) compounds",INTERMETALLICS,10.1016/j.intermet.2018.06.012,Mp-00414
Er5Ni2In4,10.2,7 T,21,table_only_1stcheck3949.txt,136,"Investigation of the crystal structure, magnetic phase transition and magnetocaloric effect in RE5Ni2In4 (RE = Dy, Ho and Er) compounds",INTERMETALLICS,10.1016/j.intermet.2018.06.012,Mp-00415
Ho5Ni2In4,10.1,7 T,19,table_only_1stcheck3949.txt,353,"Investigation of the crystal structure, magnetic phase transition and magnetocaloric effect in RE5Ni2In4 (RE = Dy, Ho and Er) compounds",INTERMETALLICS,10.1016/j.intermet.2018.06.012,Mp-00416
Tb3Co,18,5 T,,table_only_1stcheck4009.txt,545,Large reversible magnetocaloric effect in Tb3Co compound,APPLIED PHYSICS LETTERS,10.1063/1.2939220,Mp-00417
AlFe2B2,4.1,2 T,307,table_only_1stcheck4021.txt,6,Magnetocaloric Effect in AlFe2B2: Toward Magnetic Refrigerants from Earth-Abundant Elements,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/ja404107p,Mp-00418
AlFe2B2,77,5 T,307,table_only_1stcheck4021.txt,7,Magnetocaloric Effect in AlFe2B2: Toward Magnetic Refrigerants from Earth-Abundant Elements,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/ja404107p,Mp-00419
DySb,20.6,7 T,,table_only_1stcheck4027.txt,105,Giant magnetocaloric effect in the Ising antiferromagnet DySb,APPLIED PHYSICS LETTERS,10.1063/1.2928233,Mp-00420
TmCuAl,17.2,2 T,,table_only_1stcheck4039.txt,595,"Evolution of magnetic properties and magnetocaloric effect in TmNi1-xCuxAl (x=0, 0.1, 0.3, 0.5, 0.7, 0.9, 1) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4861580,Mp-00421
TmNiAl,5.5,2 T,,table_only_1stcheck4039.txt,601,"Evolution of magnetic properties and magnetocaloric effect in TmNi1-xCuxAl (x=0, 0.1, 0.3, 0.5, 0.7, 0.9, 1) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4861580,Mp-00422
Dy2CoAl3,9.4,0-7 T,33,table_only_1stcheck4043.txt,55,"Investigation of the magnetism and magnetocaloric effect in the R2CoAl3 (R = Gd, Tb, Dy, and Ho) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2017.04.321,Mp-00423
Tb2CoAl3,10.6,0-7 T,47,table_only_1stcheck4043.txt,536,"Investigation of the magnetism and magnetocaloric effect in the R2CoAl3 (R = Gd, Tb, Dy, and Ho) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2017.04.321,Mp-00424
TmGa,20.6,2 T,,table_only_1stcheck4063.txt,599,Low field induced giant magnetocaloric effect in TmGa compound,APPLIED PHYSICS LETTERS,10.1063/1.4816729,Mp-00425
HoNi,22.8,5.0 T,35,table_only_1stcheck4071.txt,395,Magnetocaloric effect in single-crystal HoNi with a canted magnetic structure,JAPANESE JOURNAL OF APPLIED PHYSICS,10.7567/JJAP.57.103001,Mp-00426
Gd4Sb3,4.25,7 T,270,table_only_1stcheck4076.txt,259,"Magnetic transition and magnetocaloric effect of Gd4Sb3-xRx (R=Si, Ge, Sn, 0 <= x <= 0.75) compounds",AIP ADVANCES,10.1063/1.5072770,Mp-00427
DyNi4Si,15.6,140.0 kOe,,table_only_1stcheck4084.txt,101,"Magnetism and magnetocaloric effect in YNi4Si-type RNi4Si (R=Ce, Gd, Tb and Dy) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.11.036,Mp-00428
DyNi4Si,9.3,50.0 kOe,,table_only_1stcheck4084.txt,102,"Magnetism and magnetocaloric effect in YNi4Si-type RNi4Si (R=Ce, Gd, Tb and Dy) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.11.036,Mp-00429
TbNi4Si,13.5,140.0 kOe,,table_only_1stcheck4084.txt,573,"Magnetism and magnetocaloric effect in YNi4Si-type RNi4Si (R=Ce, Gd, Tb and Dy) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.11.036,Mp-00430
TbNi4Si,12.7,50.0 kOe,,table_only_1stcheck4084.txt,574,"Magnetism and magnetocaloric effect in YNi4Si-type RNi4Si (R=Ce, Gd, Tb and Dy) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.11.036,Mp-00431
ErNi,36.1,0-50 kOe,11,table_only_1stcheck4089.txt,157,Large magnetocaloric effect and magnetoresistance in ErNi single crystal,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,10.1016/j.jmst.2020.12.072,Mp-00432
ErNi,9.3,13.0 kOe,11,table_only_1stcheck4089.txt,158,Large magnetocaloric effect and magnetoresistance in ErNi single crystal,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,10.1016/j.jmst.2020.12.072,Mp-00433
TmFeO3,13.72,6 T,,table_only_1stcheck4096.txt,597,Structural and magnetocaloric properties of rare-earth orthoferrite perovskite: TmFeO3,CHEMICAL PHYSICS LETTERS,10.1016/j.cplett.2019.137057,Mp-00434
DyNiGa,10,5 T,,table_only_1stcheck4123.txt,104,Metamagnetic transition and reversible magnetocaloric effect in antiferromagnetic DyNiGa compound*,CHINESE PHYSICS B,10.1088/1674-1056/ab90f3,Mp-00435
Tb2In,6.6,5 T,165,table_only_1stcheck4124.txt,540,Large reversible magnetocaloric effect in Tb2In,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2008.12.009,Mp-00436
HoCrO3,7.2,7 T,,table_only_1stcheck4168.txt,376,Magnetic and magnetocaloric properties of iron substituted holmium chromite and dysprosium chromite,RSC ADVANCES,10.1039/c5ra24323h,Mp-00437
MnCoGe,23,,,table_only_1stcheck4205.txt,451,"Induced triplet transitions by the effect of antiferromagnetic (Sm) substitution and investigations on structural, magnetic, magnetocaloric properties of Mn1-xSmxCoGe heulser alloys",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2021.167912,Mp-00438
CeSi,7.2,0-20 kOe,,table_only_1stcheck4223.txt,26,Low-temperature large magnetocaloric effect in the antiferromagnetic CeSi compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.10.183,Mp-00439
CeSi,13.7,0-50 kOe,,table_only_1stcheck4223.txt,27,Low-temperature large magnetocaloric effect in the antiferromagnetic CeSi compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.10.183,Mp-00440
Mn4FeGe3,5.9,50 kOe,320,table_only_1stcheck4243.txt,441,Magnetocaloric effect and its implementation in critical behavior study of Mn4FeGe3-xSix intermetallic compounds,JOURNAL OF APPLIED PHYSICS,10.1063/1.3669390,Mp-00441
Er2NiSi3,22.6,nan kOe,,table_only_1stcheck4255.txt,124,"Large magnetic cooling power involving frustrated antiferromagnetic spin-glass state in R2NiSi3 (R = Gd,Er)",PHYSICAL REVIEW B,10.1103/PhysRevB.94.104414,Mp-00442
Gd2NiSi3,18.4,nan kOe,,table_only_1stcheck4255.txt,247,"Large magnetic cooling power involving frustrated antiferromagnetic spin-glass state in R2NiSi3 (R = Gd,Er)",PHYSICAL REVIEW B,10.1103/PhysRevB.94.104414,Mp-00443
Dy2O3,18.2,6 T,,table_only_1stcheck4258.txt,66,Magnetocaloric effect in Tb2O3 and Dy2O3 nanoparticles at cryogenic temperatures,JOURNAL OF APPLIED PHYSICS,10.1063/1.5120350,Mp-00444
Tb2O3,6.6,6 T,,table_only_1stcheck4258.txt,542,Magnetocaloric effect in Tb2O3 and Dy2O3 nanoparticles at cryogenic temperatures,JOURNAL OF APPLIED PHYSICS,10.1063/1.5120350,Mp-00445
Mn3O4,11,20 kOe,,table_only_1stcheck4268.txt,439,On the derivation of the magnetocaloric properties in ferrimagnetic spinel Mn3O4,JOURNAL OF APPLIED PHYSICS,10.1063/1.3549706,Mp-00446
GdCrO4,28,7 T,,table_only_1stcheck4293.txt,288,"3d-4f spin interaction and field-induced metamagnetism in RCrO4 (R=Ho, Gd, Lu) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4861680,Mp-00447
HoCrO4,29,7 T,,table_only_1stcheck4293.txt,382,"3d-4f spin interaction and field-induced metamagnetism in RCrO4 (R=Ho, Gd, Lu) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4861680,Mp-00448
ZrMnP,6.7,nan T,370,table_only_1stcheck4301.txt,616,Discovery of ferromagnetism with large magnetic anisotropy in ZrMnP and HfMnP,APPLIED PHYSICS LETTERS,10.1063/1.4961933,Mp-00449
DyCuAl,20.4,0-5 T,28,table_only_1stcheck4304.txt,93,Large reversible magnetocaloric effect in DyCuAl compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.3122598,Mp-00450
GdScGe,3.3,2 T,349,table_only_1stcheck4319.txt,314,The magnetocaloric properties of GdScSi and GdScGe,INTERMETALLICS,10.1016/j.intermet.2011.06.001,Mp-00451
GdScSi,2.5,2 T,354,table_only_1stcheck4319.txt,315,The magnetocaloric properties of GdScSi and GdScGe,INTERMETALLICS,10.1016/j.intermet.2011.06.001,Mp-00452
CrBr3,7.2,5 T,33,table_only_1stcheck4352.txt,45,Large magnetocaloric effect in van der Waals crystal CrBr3,FRONTIERS OF PHYSICS,10.1007/s11467-019-0883-6,Mp-00453
ZnO,1.36,5 T,,table_only_1stcheck4363.txt,615,"Appearance of Griffiths phase and the magnetocaloric effect in Pr- and (Pr, Bi)- doped ZnO nanoparticles",CHINESE JOURNAL OF PHYSICS,10.1016/j.cjph.2020.09.038,Mp-00454
BaMnS2,38.31,,,table_only_1stcheck4420.txt,15,"A comparative study between GGA, WC-GGA, TB-mBJ and GGA plus U approximations on magnetocaloric effect, electronic, optic and magnetic properties of BaMnS2 compound: DFT calculations and Monte Carlo simulations",PHYSICA SCRIPTA,10.1088/1402-4896/abe00d,Mp-00455
Dy2Be2GeO7,16.1,2 T,,table_only_1stcheck4423.txt,52,"Structure and Magnetic Properties of Melilite-Type Compounds RE2Be2GeO7 (RE = Pr, Nd, Gd-Yb) with Rare-Earth Ions on Shastry-Sutherland Lattice",INORGANIC CHEMISTRY,10.1021/acs.inorgchem.0c03131,Mp-00456
Gd2Be2GeO7,54.8,7 T,,table_only_1stcheck4423.txt,238,"Structure and Magnetic Properties of Melilite-Type Compounds RE2Be2GeO7 (RE = Pr, Nd, Gd-Yb) with Rare-Earth Ions on Shastry-Sutherland Lattice",INORGANIC CHEMISTRY,10.1021/acs.inorgchem.0c03131,Mp-00457
