Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number,Article Title,Source Title,DOI,mpid
DyCo2,5.45,1 T,142,table_only_1stcheck6.txt,55,Calculation of magnetic entropy changes by fitting magnetization function,RARE METAL MATERIALS AND ENGINEERING,nan,Mp-00000
Gd,10.07 to 4.47,5 T,294 to 288,table_only_1stcheck9.txt,281,Magnetic entropy change in bulk nanocrystalline Gd metals,APPLIED NANOSCIENCE,10.1007/s13204-011-0007-2,Mp-00001
Mn3GaC,33,nan T,,table_only_1stcheck42.txt,269,"Assessment of the magnetic entropy change in the metallic antiperovskite Mn3GaC1-delta (delta=0, 0.22)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2005.04.020,Mp-00002
YCrO3,0.38,8 T,,table_only_1stcheck61.txt,399,Magnetic entropy change in a non-collinear weak ferromagnetic YCrO3,VACUUM,10.1016/j.vacuum.2020.109519,Mp-00003
ErCuAl,22.9,0-5 T,,table_only_1stcheck69.txt,93,Large magnetic entropy change and refrigerant capacity in rare-earth intermetallic RCuAl (R=Ho and Er) compounds,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2012.03.052,Mp-00004
HoCuAl,23.9,0-5 T,,table_only_1stcheck69.txt,232,Large magnetic entropy change and refrigerant capacity in rare-earth intermetallic RCuAl (R=Ho and Er) compounds,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2012.03.052,Mp-00005
SmMn2Ge2,0.65mol,nan T,,table_only_1stcheck92.txt,335,Magnetic entropy changes of SmMn2Ge2 under high pressure,MATERIALS TRANSACTIONS,10.2320/matertrans.48.451,Mp-00006
SmMn2Ge2,0.53mol,nan T,,table_only_1stcheck92.txt,336,Magnetic entropy changes of SmMn2Ge2 under high pressure,MATERIALS TRANSACTIONS,10.2320/matertrans.48.451,Mp-00007
Ba2FeMoO6,0.93,2.5 T,,table_only1001.txt,14,"Structural, magnetic and magnetocaloric properties of double perovskites Ba2-xLaxFeMoO6",SOLID STATE SCIENCES,10.1016/j.solidstatesciences.2019.105991,Mp-00008
CeFe2,7.9,,,table_only1006.txt,22,Magnetic phase transitions in the Ce(Fe1-x Si (x) )(2) compounds,PHYSICS OF METALS AND METALLOGRAPHY,10.1134/S0031918X14120096,Mp-00009
TmCoAl,18.2,5 T,,table_only1029.txt,592,Magnetic property and magnetocaloric effect in TmCoAl compound,INTERMETALLICS,10.1016/j.intermet.2014.08.006,Mp-00010
Dy2In,8.8,nan T,,table_only1031.txt,64,The enhanced magnetocaloric effect in Dy2In1-xAlx by a non-hysteresis metamagnetic phase transition,SCRIPTA MATERIALIA,10.1016/j.scriptamat.2019.03.029,Mp-00011
EuMnO3,15.23,1.2 T,,table_only1034.txt,179,"Structural, magnetic and magnetocaloric properties of EuMnO3 perovskite manganite: A comprehensive MCE study",MATERIALS RESEARCH EXPRESS,10.1088/2053-1591/aaacdc,Mp-00012
DyNi2Si2,6.9,2 T,,table_only1059.txt,100,"Low-field large reversible magnetocaloric effect in the RNi2Si2 (R=Dy, Ho, Er) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2013.05.039,Mp-00013
ErNi2Si2,15.1,2 T,,table_only1059.txt,163,"Low-field large reversible magnetocaloric effect in the RNi2Si2 (R=Dy, Ho, Er) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2013.05.039,Mp-00014
HoNi2Si2,10.9,2 T,,table_only1059.txt,401,"Low-field large reversible magnetocaloric effect in the RNi2Si2 (R=Dy, Ho, Er) compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2013.05.039,Mp-00015
DyMn2,15.7,0-5 T,,table_only1075.txt,96,"Large reversible magnetocaloric effect in RMn2 (R = Tb, Dy, Ho, Er) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.03.185,Mp-00016
ErMn2,25.5,0-5 T,,table_only1075.txt,152,"Large reversible magnetocaloric effect in RMn2 (R = Tb, Dy, Ho, Er) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.03.185,Mp-00017
HoMn2,18.4,0-5 T,,table_only1075.txt,390,"Large reversible magnetocaloric effect in RMn2 (R = Tb, Dy, Ho, Er) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.03.185,Mp-00018
TbMn2,8.3,0-1 T,,table_only1075.txt,566,"Large reversible magnetocaloric effect in RMn2 (R = Tb, Dy, Ho, Er) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.03.185,Mp-00019
NdCo2,8.75,5 T,102,table_only1081.txt,468,"Effect of Mn content on crystal structure, magnetic properties and magnetocaloric effect of NdCo2-xMnx compounds",PHILOSOPHICAL MAGAZINE LETTERS,10.1080/09500839.2020.1765038,Mp-00020
Er3Ni2,19.5,0-5 T,,table_only1082.txt,129,Magnetic properties and magnetocaloric effects in R3Ni2 (R = Ho and Er) compounds,APPLIED PHYSICS LETTERS,10.1063/1.3643142,Mp-00021
Ho3Ni2,21.7,0-5 T,,table_only1082.txt,346,Magnetic properties and magnetocaloric effects in R3Ni2 (R = Ho and Er) compounds,APPLIED PHYSICS LETTERS,10.1063/1.3643142,Mp-00022
DyTiGe,2,5 T,,table_only1101.txt,114,Magnetic properties and magnetic structure of DyTiGe,PHYSICA B-CONDENSED MATTER,10.1016/S0921-4526(01)00980-2,Mp-00023
Dy2Cr2C3,13.5,5 T,,table_only1103.txt,58,Large magnetocaloric effect in antiferromagnetic ternary carbide Dy2Cr2C3 around liquid hydrogen temperature,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2022.169339,Mp-00024
Sr2FeMoO6,0.413,1.5 T,391,table_only_1stcheck107.txt,349,Substitution Effect of Ba in Sr2FeMoO6 Compounds for Magnetic-Entropy Change,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,10.3938/jkps.53.2674,Mp-00025
DyCo2,2.3,0.4 T,142,table_only_1stcheck124.txt,52,Large low-field magnetic entropy change in DyCo2,INTERMETALLICS,10.1016/S0966-9795(02)00061-4,Mp-00026
DyCo2,4.8,0.8 T,142,table_only_1stcheck124.txt,53,Large low-field magnetic entropy change in DyCo2,INTERMETALLICS,10.1016/S0966-9795(02)00061-4,Mp-00027
DyCo2,5.8,1.0 T,142,table_only_1stcheck124.txt,54,Large low-field magnetic entropy change in DyCo2,INTERMETALLICS,10.1016/S0966-9795(02)00061-4,Mp-00028
GdPO4 NRs,56.2,60 kOe,,table_only1135.txt,313,Magnetic and cryogenic magnetocaloric properties of GdPO4 nanorods,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2020.167452,Mp-00029
TbNi4Si,6.3,0-50 kOe,37,table_only1143.txt,571,Magnetic order of YNi4Si-type TbNi4Si,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.04.057,Mp-00030
HoErCo MEA,15,5.0 T,16,table_only_1stcheck161.txt,234,Manufacture and characterization of HoErCo medium-entropy alloy microwires with excellent magnetic entropy change,JOURNAL OF NON-CRYSTALLINE SOLIDS,10.1016/j.jnoncrysol.2020.120570,Mp-00031
NdPd,12.2,5 T,15.5,table_only1166.txt,479,Magnetic Properties and Magnetocaloric Effect of Binary Compound NdPd,JOURNAL OF LOW TEMPERATURE PHYSICS,10.1007/s10909-019-02236-0,Mp-00032
TmZnAl,11.8,7 T,2.8,table_only1193.txt,603,Magnetic properties and magnetocaloric effect in TmZnAl and TmAgAl compounds,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2015.10.026,Mp-00033
NdGa,21.1,0-7 T,42,table_only1196.txt,471,Magnetic anisotropy and large low field rotating magnetocaloric effect in NdGa single crystal,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2018.05.028,Mp-00034
NdGa,16.6,7 T,42,table_only1196.txt,472,Magnetic anisotropy and large low field rotating magnetocaloric effect in NdGa single crystal,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2018.05.028,Mp-00035
NdGa,10.1,2 T,42,table_only1196.txt,473,Magnetic anisotropy and large low field rotating magnetocaloric effect in NdGa single crystal,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2018.05.028,Mp-00036
Eu3B2O6,38.6,5 T,8,table_only1212.txt,172,Giant low-field magnetocaloric effect in hexagonal Eu3B2O6 compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2022.168372,Mp-00037
EuTiO3,49,7 T,,table_only_1stcheck230.txt,103,Large adiabatic temperature and magnetic entropy changes in EuTiO3,PHYSICAL REVIEW B,10.1103/PhysRevB.93.094422,Mp-00038
Ho3Ni6Al2,19.7,0-5 T,,table_only_1stcheck231.txt,219,"Large reversible magnetic entropy change of R3Ni6Al2 (R = Dy, Ho and Er) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2021.160468,Mp-00039
Er3Co,24.5,0-5 T,13,table_only1231.txt,128,Order of magnetic transition and large magnetocaloric effect in Er3Co,CHINESE PHYSICS B,10.1088/1674-1056/19/4/047502,Mp-00040
LCSFMO,1.53,3 T,,table_only1251.txt,414,Magnetocaloric response of La0.70Ca0.1Sr0.2Fe0.1Mn0.9O3 pervoskite for magnetic refrigeration,BULLETIN OF MATERIALS SCIENCE,10.1007/s12034-014-0816-5,Mp-00041
DyCoAl,18,9 T,37,table_only_1stcheck253.txt,56,Magnetic structure and magnetic entropy change in the intermetallic compound DyCoAl,JOURNAL OF APPLIED PHYSICS,10.1063/1.3335815,Mp-00042
NdFe2Si2,6.4,5 T,,table_only1261.txt,470,Investigation of the magnetic and magnetocaloric properties in metamagnetic REFe2Si2 (RE = Pr and Nd) compounds,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2018.09.056,Mp-00043
PrFe2Si2,12.4,5 T,,table_only1261.txt,508,Investigation of the magnetic and magnetocaloric properties in metamagnetic REFe2Si2 (RE = Pr and Nd) compounds,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2018.09.056,Mp-00044
DyVO4,25.5,5 T,,table_only_1stcheck263.txt,74,Study on magnetic properties and magnetocaloric effect of DyVO4,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2022.169941,Mp-00045
Y2NiMnO6,6.57,80 kOe,85,table_only_1stcheck264.txt,398,Magnetic entropy change and critical exponents in double perovskite Y2NiMnO6,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2014.05.035,Mp-00046
TbNiAl4,5.0 and 7.9,2 and 6 (H//a) T,,table_only1264.txt,576,Magnetic properties and large inverse magnetocaloric effect in single crystal antiferromagnetic TbNiAl4,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2009.03.032,Mp-00047
PrSi,8.6,0-2 T,52,table_only_1stcheck265.txt,329,Magnetic properties and magnetocaloric effects of PrSi,RARE METALS,10.1007/s12598-014-0310-7,Mp-00048
PrSi,15.3,0-5 T,52,table_only_1stcheck265.txt,330,Magnetic properties and magnetocaloric effects of PrSi,RARE METALS,10.1007/s12598-014-0310-7,Mp-00049
TmMn2Si2,22.7,5 T,5.5,table_only1269.txt,600,Magnetic properties and large reversible magnetocaloric effect in TmMn2Si2,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2013.08.117,Mp-00050
YTiO3,1.91,5 T,26.5,table_only1270.txt,609,The magnetic cooling of YTiO3 compound for magnetic refrigeration,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2021.114617,Mp-00051
HoPd,20,0-5 T,,table_only_1stcheck278.txt,242,Magnetic properties and magnetocaloric effects in HoPd intermetallic,CHINESE PHYSICS B,10.1088/1674-1056/24/3/037503,Mp-00052
DyCuSi,24,nan T,,table_only_1stcheck280.txt,60,Giant magnetic entropy change in antiferromagnetic DyCuSi compound,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2010.05.017,Mp-00053
DySe2,11.7,>10 kOe,,table_only1281.txt,113,Investigation on Magnetic and Magnetocaloric Properties of DySe2,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-021-05936-5,Mp-00054
CoCr2O4,0.88,7 T,96,table_only1286.txt,34,Room-temperature magnetocaloric effect in Fe-substituted CoCr2O4 spinels,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-021-04374-3,Mp-00055
ErMn2,2.5,5 T,15,table_only1287.txt,153,Synthesis and magnetocaloric characterization of rapidly solidified ErMn2 melt-spun ribbons,INTERMETALLICS,10.1016/j.intermet.2017.05.001,Mp-00056
HoZn,15.2,7 T,,table_only_1stcheck293.txt,243,Magnetic phase transitions and large magnetic entropy change with a wide temperature span in HoZn,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2015.04.146,Mp-00057
SrRuO3,1.65,50 kOe,,table_only1293.txt,533,Magnetic and Magnetocaloric Properties of SrRu11xFexO3,MATERIALS TRANSACTIONS,10.2320/matertrans.MT-M2022093,Mp-00058
TbNiAl,13.8,50 kOe,,table_only1301.txt,575,Magnetic and magnetocaloric properties of the intermetallic compound TbNiA1,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2005.09.023,Mp-00059
SmNiC2,14.1,nan T,17.5,table_only_1stcheck302.txt,344,Magnetic properties and magnetocaloric effect in SmNiC2 compound,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2013.11.012,Mp-00060
EuTiO3,40.4,5 T,,table_only1302.txt,182,Observation of giant magnetocaloric effect in EuTiO3,MATERIALS LETTERS,10.1016/j.matlet.2015.06.040,Mp-00061
EuTiO3,22.3,2 T,,table_only1302.txt,183,Observation of giant magnetocaloric effect in EuTiO3,MATERIALS LETTERS,10.1016/j.matlet.2015.06.040,Mp-00062
EuTiO3,11,1 T,,table_only1302.txt,184,Observation of giant magnetocaloric effect in EuTiO3,MATERIALS LETTERS,10.1016/j.matlet.2015.06.040,Mp-00063
VI3,0.95,4.5 T,,table_only_1stcheck304.txt,397,Anisotropic magnetic entropy change in the hard ferromagnetic semiconductor VI3,PHYSICAL REVIEW B,10.1103/PhysRevB.100.094402,Mp-00064
GdFeO3,50.2,70 kOe,,table_only_1stcheck305.txt,183,Giant magnetic entropy change in gadolinium orthoferrite near liquid hydrogen temperature,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2017.12.358,Mp-00065
Dy2CuAl3,6.68,0-5 T,,table_only_1stcheck307.txt,31,Magnetic properties and magnetic entropy change in rare earth-rich aluminium compounds of RE2CuAl3 (RE = Dy and Tm),INTERMETALLICS,10.1016/j.intermet.2018.03.006,Mp-00066
GdCo2B2C,10.34,0-5 T,17.2,table_only1307.txt,280,"Magnetic properties and magneto-caloric performances in RECo2B2C (RE = Gd, Tb and Dy) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152780,Mp-00067
TbCo2B2C,18.09,0-5 T,5.3,table_only1307.txt,562,"Magnetic properties and magneto-caloric performances in RECo2B2C (RE = Gd, Tb and Dy) compounds",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152780,Mp-00068
Er3AlC,"13,9 or 30.5",2or 5 T,4.1,table_only1325.txt,127,"Structure, magnetic and magnetocaloric properties of polycrystalline Er3AlC compound",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2022.170194,Mp-00069
Ho4CoCd,18.1,nan kOe,22,table_only_1stcheck330.txt,223,Magnetic properties and large magnetic entropy change in rare earth-rich cadmium compounds of RE4CoCd (RE = Tm and Ho),INTERMETALLICS,10.1016/j.intermet.2017.10.016,Mp-00070
ErCrO4,20.5,5 T,14.9,table_only1353.txt,148,Ericsson-like giant magnetocaloric effect in GdCrO4-ErCrO4 composite oxides near liquid hydrogen temperature,MATERIALS LETTERS,10.1016/j.matlet.2015.09.070,Mp-00071
GdCrO4,22.8,5 T,22,table_only1353.txt,287,Ericsson-like giant magnetocaloric effect in GdCrO4-ErCrO4 composite oxides near liquid hydrogen temperature,MATERIALS LETTERS,10.1016/j.matlet.2015.09.070,Mp-00072
Er2Ni2Ga,12.93,0-70 kOe,,table_only1354.txt,123,Magnetic Phase Transition and Magnetocaloric Effect in Ternary Er2Ni2Ga Compound,IEEE TRANSACTIONS ON MAGNETICS,10.1109/TMAG.2018.2878550,Mp-00073
Gd2O3,29,5 T,,table_only_1stcheck355.txt,151,Existence of cryogenic magnetic entropy change in Gd based nanoparticles,LOW TEMPERATURE PHYSICS,10.1063/1.4985974,Mp-00074
ErCoC,18.7,0-5 T,,table_only1357.txt,144,Study of the magnetic and magnetocaloric properties in RECoC (RE = Tb and Er) compounds,INTERMETALLICS,10.1016/j.intermet.2018.03.010,Mp-00075
TbCoC,16.5,0-5 T,22,table_only1357.txt,563,Study of the magnetic and magnetocaloric properties in RECoC (RE = Tb and Er) compounds,INTERMETALLICS,10.1016/j.intermet.2018.03.010,Mp-00076
GdCuO3,0.219-1,1-5 T,800,table_only1358.txt,293,Magnetocaloric Properties of the Perovskite GdCuO3: Monte Carlo Simulation,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-022-06379-2,Mp-00077
TbAl2,14.3,5 T,105,table_only_1stcheck364.txt,368,Large magnetic entropy change in TbAl2 and (Tb0.4Gd0.6)Al-2,APPLIED PHYSICS LETTERS,10.1063/1.1290389,Mp-00078
Mn5Ge3,6,30 kOe,,table_only1365.txt,443,"Structure, magnetic anisotropy and magnetocaloric effect of Mn5Ge3-xSix single crystals",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2022.169539,Mp-00079
LaMnO3,4.02-6.36,50 kOe,77-262,table_only1371.txt,427,Tunable magnetic properties and magnetocaloric effect of off-stoichiometric LaMnO3 nanoparticles,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/j.jpcs.2017.07.022,Mp-00080
TbMn2Si2,16,0-5 T,Tc1 = 50; Tc2 = 64,table_only_1stcheck381.txt,378,Large entropy change accompanying two successive magnetic phase transitions in TbMn2Si2 for magnetic refrigeration,APPLIED PHYSICS LETTERS,10.1063/1.4919895,Mp-00081
Tb5Si2Sb2,4.4,5 T,181,table_only1381.txt,553,Magnetic and magnetocaloric properties of Tb5Si2Sb2,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2008.02.011,Mp-00082
SnCMn3,80.69,20 kOe,279,table_only_1stcheck393.txt,345,Large magnetic entropy change near room temperature in antiperovskite SnCMn3,EPL,10.1209/0295-5075/85/47004,Mp-00083
SnCMn3,133,48 kOe,279,table_only_1stcheck393.txt,346,Large magnetic entropy change near room temperature in antiperovskite SnCMn3,EPL,10.1209/0295-5075/85/47004,Mp-00084
DyScO3,17.04,0-20 kOe,,table_only1395.txt,107,Large rotating magnetocaloric effect at low magnetic fields in the Ising-like antiferromagnet DyScO3 single crystal,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2018.11.047,Mp-00085
DyScO3,21.18,0-50 kOe,,table_only1395.txt,108,Large rotating magnetocaloric effect at low magnetic fields in the Ising-like antiferromagnet DyScO3 single crystal,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2018.11.047,Mp-00086
LaMn2Ge2,1.42,,320,table_only_1stcheck398.txt,258,Magnetic phase transition and magneticocaloric effect of LaMn2Ge2 at near room temperature,RARE METAL MATERIALS AND ENGINEERING,nan,Mp-00087
Nd2In,7.42,2 T,,table_only_1stcheck400.txt,286,Large magnetic entropy change in Nd2In near the boiling temperature of natural gas,APPLIED PHYSICS LETTERS,10.1063/5.0054959,Mp-00088
GdCuAl,10.1,0-5 T,81,table_only_1stcheck410.txt,19,Magnetic properties and magnetocaloric effects in amorphous and crystalline GdCuAl ribbons,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2008.12.006,Mp-00089
MnCoGe,4.41,5 T,340,table_only_1stcheck411.txt,275,Magnetic Properties and Magnetocaloric Effect of MnCoAl Compound,INTERNATIONAL JOURNAL OF NANOELECTRONICS AND MATERIALS,nan,Mp-00090
Ho3Al2,18.7,0-5 T,40,table_only_1stcheck416.txt,217,Giant magnetic refrigerant capacity in Ho3Al2 compound,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2012.04.004,Mp-00091
Cr2Ge2Te6,2.64,5 T,,table_only_1stcheck439.txt,15,Anisotropic magnetic entropy change in Cr2X2Te6 (X = Si and Ge),PHYSICAL REVIEW MATERIALS,10.1103/PhysRevMaterials.3.014001,Mp-00092
Cr2Si2Te6,5.05,5 T,,table_only_1stcheck439.txt,16,Anisotropic magnetic entropy change in Cr2X2Te6 (X = Si and Ge),PHYSICAL REVIEW MATERIALS,10.1103/PhysRevMaterials.3.014001,Mp-00093
SmNi4B,0.94,0-50 kOe,40,table_only1442.txt,526,Giant magnetic coercivity in YNi4B-type SmNi3TB (T=Mn-Cu) solid solutions,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2016.06.034,Mp-00094
GdCo3B2,5,2 T,,table_only1443.txt,281,Magnetic properties and magnetocaloric effect in GdCo3B2 compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2011.01.049,Mp-00095
GdCo3B2,11.6,7 T,,table_only1443.txt,282,Magnetic properties and magnetocaloric effect in GdCo3B2 compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2011.01.049,Mp-00096
DyCoNi,15.5,7.0 T,68,table_only1444.txt,88,Magnetic And Magnetocaloric Properties Of Rare Earth Intermetallic Compound DyCoNi,"SOLID STATE PHYSICS, PTS 1 AND 2",10.1063/1.4710398,Mp-00097
GdRuSi,10.7,50 kOe,,table_only_1stcheck445.txt,193,Large Magnetic Entropy Change in GdRuSi Optimal for Magnetocaloric Liquefaction of Nitrogen,METALS,10.3390/met13020290,Mp-00098
TbCuAl,14.4,,,table_only1461.txt,51,Spin-glass behavior and magnetocaloric effect in melt-spun TbCuAl alloys,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2010.11.013,Mp-00099
CrOCl,4.31,nan kOe,,table_only1464.txt,48,Metamagnetism and Magnetocaloric Properties in a van der Waals Antiferromagnet CrOCl,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,10.1002/pssb.202200422,Mp-00100
Dy3Al2,12.1,50 kOe,69,table_only_1stcheck472.txt,44,Successive magnetic transitions and magnetocaloric effect in Dy3Al2 compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2015.08.087,Mp-00101
TbFeO3,17.42,50 kOe,,table_only_1stcheck475.txt,375,"Anisotropic magnetic entropy change in RFeO3 single crystals(R = Tb, Tm, or Y)",SCIENTIFIC REPORTS,10.1038/srep19775,Mp-00102
TmFeO3,9.01,50 kOe,,table_only_1stcheck475.txt,391,"Anisotropic magnetic entropy change in RFeO3 single crystals(R = Tb, Tm, or Y)",SCIENTIFIC REPORTS,10.1038/srep19775,Mp-00103
GdB2,1.89,4 T,,table_only_1stcheck480.txt,173,Magnetic and magnetocaloric properties of GdB2 compound,OPTOELECTRONICS AND ADVANCED MATERIALS-RAPID COMMUNICATIONS,nan,Mp-00104
Gd,17.5,140 kOe,,table_only_1stcheck484.txt,134,Magnetocaloric and Scaling Behavior of Gd at High Magnetic Fields up to 140 kOe,JOURNAL OF ELECTRONIC MATERIALS,10.1007/s11664-021-09049-6,Mp-00105
Gd3Ni6Al2,6.2,5 T,105.7,table_only_1stcheck487.txt,156,Magnetic entropy change and relative cooling power of Gd3Ni6Al2 and Tb3Ni6Al2 compounds,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2012.12.002,Mp-00106
Tb3Ni6Al2,9.8,5 T,57.5,table_only_1stcheck487.txt,362,Magnetic entropy change and relative cooling power of Gd3Ni6Al2 and Tb3Ni6Al2 compounds,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2012.12.002,Mp-00107
ErMnO3,10.57,50 kOe,,table_only1488.txt,155,"The observed topological vortex domains and the rotating magnetocaloric effect in the hexagonal RMnO3 (R = Ho, Er, and Yb) crystals",JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/1361-648X/abb680,Mp-00108
CuCr2Te4,1.57,5 T,320,table_only_1stcheck496.txt,21,Correlation between magnetoresistivity and magnetic entropy change in the 3D-Heisenberg ferromagnet CuCr2Te4,JOURNAL OF APPLIED PHYSICS,10.1063/1.4811680,Mp-00109
EuTiO3,9.8,1T,,table_only_1stcheck502.txt,105,"Magnetic and magnetocaloric effects of Eu0.9M0.1TiO3 (M = Ca, Sr, Ba, La, Ce, Sm) compounds",ACTA PHYSICA SINICA,10.7498/aps.67.20181750,Mp-00110
Ho2NiMnO6,4.7,7 T,71.5,table_only1505.txt,338,"Structural, magnetic and magnetocaloric properties of double perovskite Ho2MMnO6 (M = Fe, Co, and Ni)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2021.168666,Mp-00111
Ho3Co,14.5,0-5 T,,table_only1510.txt,343,Magnetocaloric effect and magnetic phase transition in Ho3Co,JOURNAL OF APPLIED PHYSICS,10.1063/1.3561146,Mp-00112
Tb2In,6.6,,,table_only1513.txt,539,Enhanced magnetocaloric effect in the Tb2In1-xAlx (0 <= x <= 0.6) alloy by hetero-structural alloying,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2023.170409,Mp-00113
CoCr2O4,0.87,6 T,96,table_only1516.txt,35,Magnetic field dependence of magnetic coupling in CoCr2O4 nanoparticles,PHYSICA B-CONDENSED MATTER,10.1016/j.physb.2017.09.021,Mp-00114
Dy2Co2Al,6.6,50 kOe,58,table_only1519.txt,53,"Magnetic ordering of Mo2NiB2-type {Gd, Tb, Dy)(2)Co2Al compounds by magnetization and neutron diffraction study",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2017.06.090,Mp-00115
Gd2Co2Al,10.4,50 kOe,78,table_only1519.txt,239,"Magnetic ordering of Mo2NiB2-type {Gd, Tb, Dy)(2)Co2Al compounds by magnetization and neutron diffraction study",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2017.06.090,Mp-00116
Tb2Co2Al,7.6,50 kOe,98,table_only1519.txt,535,"Magnetic ordering of Mo2NiB2-type {Gd, Tb, Dy)(2)Co2Al compounds by magnetization and neutron diffraction study",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2017.06.090,Mp-00117
MnCoGe,4,5 T,,table_only1525.txt,450,Magnetocaloric effect in melt-spun MnCoGe ribbons,SCRIPTA MATERIALIA,10.1016/j.scriptamat.2013.03.022,Mp-00118
HoNi2,27.2,2 to 5 T,13.9,table_only1535.txt,398,Enhanced magnetocaloric effect in rapidly solidified HoNi2 melt-spun ribbons,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2018.09.305,Mp-00119
Ni2MnGa,18,1 to 5 T,314,table_only_1stcheck553.txt,306,Magnetic entropy in Ni2MnGa single crystals,JOURNAL OF APPLIED PHYSICS,10.1063/1.1682784,Mp-00120
GdFe2Si2,30.01,0-7 T,,table_only1553.txt,296,Magnetic properties and promising magnetocaloric performances in the antiferromagnetic GdFe2Si2 compound,SCIENCE CHINA-MATERIALS,10.1007/s40843-021-1967-5,Mp-00121
